edition,page,hit_type,context
AJCC8,87,definitions_tnm,"e will be evaluated, and those that meet all AJCC criteria will be endorsed. DEFINITIONS OF AJCC TNM Deﬁnition of Primary Tumor (T) T Category T Criteria TX Primary tumor cannot be assessed T0 No evidence of primary tumor T1 Tumor 2 cm or less in greatest dimension T2 Tumor more than 2 cm but l"
AJCC8,88,stage_group,"393 32 When T is… And N is… And M is… Then the stage group is… T2 N0 M0 II T2 N1 M0 III T2 NX, N0, N1 M1 IV T3 N0 M0 II T3 N1 M0 III T3 NX, N0, N1 M1 IV T4 N0 M0 III T4 N1 M0 III T4 NX, N0, N1 M1 IV REGISTRY DATA COLLECTION VARIABLES 1. Size of tumor 2. Depth of"
AJCC8,89,chapter_summary,"r, David Klimstra, Kathy Mallin, Emily Bergsland, and Mary Kay Washington 33 CHAPTER SUMMARY Cancers Staged Using This Staging System This section includes colonic and rectal “carcinoid” tumors (neuroendocrine tumor G1 and G2, and rare well- differentiated G3). Cancers Not Staged Using This Sta"
AJCC8,91,stage_group,"l lymph node, peritoneum, bone) M1c Both hepatic and extrahepatic metastases AJCC PROGNOSTIC STAGE GROUPS When T is… And N is… And M is… Then the stage group is… TX, T0 Any N M1 IV T1 N0 M0 I T1 N1 M0 IIIB T1 Any N M1 IV T2 N0 M0 IIA T2 N1 M0 IIIB T2 Any N M1 IV T3 N0 M0 IIB T3 N1 M0 IIIB T3 Any"
AJCC8,91,definitions_tnm,"e will be evaluated, and those that meet all AJCC criteria will be endorsed. DEFINITIONS OF AJCC TNM Deﬁnition of Primary Tumor (T) T Category* T Criteria TX Primary tumor cannot be assessed T0 No evidence of primary tumor T1 Tumor invades the lamina propria or submucosa and is ≤2 cm T1a Tumor"
AJCC8,93,definitions_tnm,"e will be evaluated, and those that meet all AJCC criteria will be endorsed. DEFINITIONS OF AJCC TNM Deﬁnition of Primary Tumor (T) T Category T Criteria TX Tumor cannot be assessed T1 Tumor limited to the pancreas,* <2 cm T2 Tumor limited to the pancreas,* 2−4 cm T3 Tumor limited to the pancrea"
AJCC8,94,chapter_summary,"DOI 10.1007/978-3-319-40618-3_35 Thymus Frank C. Detterbeck and Edith M. Marom CHAPTER SUMMARY Cancers Staged Using This Staging System Thymoma, thymic carcinoma, thymic neuroendocrine tumors, combined thymic carcinoma Summary of Changes This is the ﬁrst staging system for thymic tumors. 35 ICD-"
AJCC8,96,stage_group,"s tumors with multiple extrathoracic metastases in one or multiple organs. II4 AJCC Prognostic Stage Groups Stage IA now is divided into three stages—IA1, IA2, and IA3—to include T1aN0M0, T1bN0M0, and T1cN0M0 tumors, respectively. II5 AJCC Prognostic Stage Groups Stage IIB now includes T1aN1M0, T1"
AJCC8,98,stage_group,"node biopsy is performed. PROGNOSTIC FACTORS Prognostic Factors Required for Stage Grouping Beyond the factors used to assign T, N, or M categories, no additional prognostic factors are required for stage grouping. Additional Factors Recommended for Clinical Care Several factors are reported"
AJCC8,98,definitions_tnm,"will be evalu- ated, and those that meet all AJCC criteria will be endorsed. DEFINITIONS OF AJCC TNM Deﬁnition of Primary Tumor (T) Deﬁnition of Regional Lymph Node (N) T Category T Criteria TX Primary tumor cannot be assessed T0 No evidence of primary tumor T1 Tumor limited to the ipsilateral"
AJCC8,101,definitions_tnm,e purpose of inclusion here is to prospectively collect data. N/A Deﬁnition of Primary Tumor (T) A new set of T categories (T1–T4) has been created. Traditional T1 and T2 according to the 5‐cm breakpoint for soft tissue sarcoma have been eliminated in the head and neck because they are less relev
AJCC8,101,chapter_summary,"Alexander J. Lazar, Robin L. Jones, Erich M. Sturgis, and Raphael E. Pollock CHAPTER SUMMARY Cancers Staged Using This Staging System This staging system applies to all soft tissue sarcomas of the head and neck except angiosarcoma, rhabdomyosarcoma of the embryonal and alveolar subtype, Kaposi"
AJCC8,103,stage_group,T4 is a new category deﬁned as tumor more than 15 cm in greatest dimension II1 AJCC Prognostic Stage Groups AJCC Prognostic Stage Groups have been changed. II Code Description C47.1 Peripheral nerves and autonomic nervous system of upper limb and shoulder C47.2 Peripheral nerves and autonomic nerv
AJCC8,103,definitions_tnm,oft tissue sarcoma was divided into chapters by anatomic site. N/A Deﬁnition of Primary Tumor (T) Superﬁcial and deep location has been removed as part of T criteria. II Deﬁnition of Primary Tumor (T) T categories have been increased from two to four. II Deﬁnition of Primary Tumor (T) T1 remains as
AJCC8,103,chapter_summary,"David M. Panicek, R. Lor Randall, Paige S. Tedder, and Raphael E. Pollock 41 CHAPTER SUMMARY Cancers Staged Using This Staging System Soft tissue sarcomas of the extremity and trunk Summary of Changes ICD‐O‐3 Topography Codes Change Details of Change Level of Evidence New chapter Soft tissue s"
AJCC8,105,definitions_tnm,"or abdominal and thoracic and visceral sarcomas is introduced. IV Deﬁnition of Primary Tumor (T) A new designation for T category is proposed. The designation of deep versus superﬁcial sarcoma does not make sense for these anatomic sites and is deleted. IV To access the AJCC cancer staging forms,"
AJCC8,105,chapter_summary,"ander J. Lazar, Richard F. Riedel, Paige S. Tedder, and Raphael E. Pollock 42 CHAPTER SUMMARY Cancers Staged Using This Staging System Soft tissue sarcomas of the abdominal and thoracic visceral organs, including extraskeletal Ewing sarcoma of the vulva, vagina and sarcomas of the cervix, are st"
AJCC8,107,chapter_summary,"rian O’Sullivan, Chandrajit P. Raut, Paige S. Tedder, and Raphael E. Pollock CHAPTER SUMMARY Cancers Staged Using This Staging System Gastrointestinal stromal tumor (GIST) Cancers Not Staged Using This Staging System These histopathologic types of cancer… Are staged according to the classiﬁcati"
AJCC8,109,stage_group,"able online (www.cap.org). PROGNOSTIC FACTORS Prognostic Factors Required for Stage Grouping Mitotic Rate Histologic grading is a component of sarcoma staging, but it is not well suited to GIST. This is because most of these tumors have low or relatively low mitotic rates, below the thresholds"
AJCC8,109,definitions_tnm,"e will be evalu- ated, and those that meet all AJCC criteria will be endorsed. DEFINITIONS OF AJCC TNM Deﬁnition of Primary Tumor (T) T Category T Criteria TX Primary tumor cannot be assessed T0 No evidence of primary tumor T1 Tumor 2 cm or less T2 Tumor more than 2 cm but not more than 5 cm T3 Tu"
AJCC8,110,definitions_tnm,Summary of Changes 44 Change Details of Change Level of Evidence Deﬁnition of Primary Tumor (T) Retroperitoneal sarcomas use the same revised tumor size (T) classiﬁcation for extremity and trunk sarcomas II Deﬁnition of Primary Tumor (T) Superﬁcial and deep location has been removed as part of T
AJCC8,110,chapter_summary,"azar, John E. Madewell, Chandrajit P. Raut, Paige S. Tedder, and Sam S. Yoon CHAPTER SUMMARY Cancers Staged Using This Staging System Common sarcomas of the retroperitoneum Cancers Not Staged Using this Staging System These histopathologic types of cancer... Are staged according to the classiﬁc"
AJCC8,112,chapter_summary,"azar, R. Lor Randall, Chandrajit P. Raut, Sam S. Yoon, and Raphael E. Pollock CHAPTER SUMMARY Diagnoses Discussed In This Chapter • Alveolar soft part sarcoma • Angiosarcoma • Desmoplastic small round cell tumor • Epithelioid hemangioendothelioma • Extraskeletal myxoid chondrosarcoma • Inﬂammator"
AJCC8,113,chapter_summary,"540 Summary of Changes Sarcomas Arising in These Areas Code Description C00‐C14 Lip, oral cavity, and pharynx C15‐C26 Digestive organs C30‐C33 Respiratory system C34‐C37 Intrathoracic organs C50 Breast C51‐C53 Female genita"
AJCC8,116,chapter_summary,"eto, Arthur J. Sober, Richard L. Wahl, Sandra L. Wong, and Vernon K. Sondak CHAPTER SUMMARY Cancers Staged Using This Staging System Cutaneous melanoma Cancers Not Staged Using This Staging System 47 These histopathologic types of cancer… Are staged according to the classiﬁcation for… And can"
AJCC8,117,stage_group,ckness cannot be determined) may now be used as the T category designation for stage groupings. N/A Deﬁnition of Regional Lymph Node (N) Number of tumor‐involved regional lymph nodes is maintained. I Deﬁnition of Regional Lymph Node (N) Previously empirically deﬁned “microscopic” and “macroscopic
AJCC8,117,definitions_tnm,"C00.6 commissure of lip have been added to this classiﬁcation. IV Deﬁnition of Primary Tumor (T) All principal T‐category tumor thickness ranges are maintained, but T1 now is subcategorized by tumor thickness strata at 0.8 mm threshold. I Deﬁnition of Primary Tumor (T) Tumor mitotic rate was rem"
AJCC8,117,chapter_summary,"564 Summary of Changes Change Details of Change Level of Evidence ICD-O-3 Topography Codes C00.0 external upper lip, C00.1 external lower lip, C00.2 external lip, NOS, and C00.6 commissure of lip have been added to this cl"
AJCC8,119,stage_group,"evidence AJCC Anatomic, Clinical Prognostic Stage and Pathological Prognostic Stage Groups There are three stage group tables presented in this chapter: 1. Anatomic Stage table. This is based solely on anatomic extent of cancer as deﬁned by the T, N, and M categories. This is intended for use i"
AJCC8,119,chapter_summary,"awrence J. Solin, Donald L. Weaver, David J. Winchester, and Armando Giuliano CHAPTER SUMMARY Cancers Staged Using this Staging System Invasive (inﬁltrating) carcinoma of the breast, ductal carcinoma in situ of the breast. Cancers Not Staged Using this Staging System These histopathologic types"
AJCC8,120,definitions_tnm,590 Change Details of change Level of evidence Deﬁnition of Primary Tumor (T) Lobular carcinoma in situ (LCIS) is removed as a pTis category for T categorization. Lobular carcinoma in situ is treated as a benign entity and is removed from TNM staging. I Deﬁnition of Primary Tum
AJCC8,122,definitions_tnm,"Manual have been published, in which careful deﬁnitions of categories for the primary tumor (T), the status of the surrounding lymph nodes (N), and the presence of distant metastases have been reﬁned to reﬂect updates in technology and clinical evidence.1 During these ﬁve decades, changes to th"
AJCC8,125,stage_group,"TNM staging system? Inclusion of Biologic Factors in Staging and the Need for Anatomic Stage Increasingly in the modern era, many treatment decisions for patients with newly diagnosed breast cancer are not based on anatomic TNM stage, and certainly not on stage alone. Large tumor size (T3 versu"
AJCC8,126,stage_group,"o Pathological Prognostic Stage. It decided to assign Pathological Prognostic Stage Group IA for those with T1 or T2, N0, M0 cancers that are ER positive and HER2 negative, and have an OncotypeDx® recurrence score of less than 11. This decision was based on the published information from a pros"
AJCC8,127,stage_group,"ately determine survival. As the com- plexity of survival predictions increase, stage groupings may evolve into calculation models to assign survival and stage. This progression of knowledge is likely to lead to more fre- quent modiﬁcations of survival-based stage assignments than has been experi"
AJCC8,129,definitions_tnm,") and may help facilitate breast- conserving therapy in this patient subgroup. Primary Tumor (T) – Clinical and Pathological The T category of the primary tumor is deﬁned by the same criteria regardless of whether it is based on clinical or patho- logical criteria, or both. The T category is based"
AJCC8,131,definitions_tnm,"601 Tumor Size The clinical size of a primary tumor (T) can be measured based on clinical ﬁndings (physical examination and imag- ing modalities, such as mammography, ultrasound, and MR imaging) and pathological ﬁndings (gross and microscopic measurements"
AJCC8,135,stage_group,"umor in any margin of resection. A cancer can be classiﬁed pT for pathological stage grouping if there is only microscopic, but not macroscopic, involvement at the mar- gin. If macroscopic examination ﬁnds transected tumor in the margin of resection, the pathological size of the tumor may be est"
AJCC8,136,definitions_tnm,ic stage should be assigned in this case. Pathological Characterization of the Primary Tumor (T) Determining Tumor Size Pathological tumor size (pT) based on gross measurement also may be somewhat inaccurate for the same reasons as discussed in the clinical classiﬁcation. Microscopic assess- men
AJCC8,144,stage_group,"ions for treatment (e.g., NCCN and ASCO tumor marker guidelines). Maintaining Anatomic Stage The Expert Panel reached a strong consensus that each patient should be able to be assigned a purely anatomic stage even if prognostic staging is possible. It is recognized that prognostic staging is no"
AJCC8,147,stage_group,e less than or equal to 10). These patients should be staged according to the AJCC Prognostic Stage Groups. The ﬁndings for the Oncotype Dx® assay are supported by Level I Evidence (large-scale prospective clinical trial data). Other multigene panels provide similar information that could allow
AJCC8,148,stage_group,"rkers and panels are performed. Incorporating Biomarkers into TNM – Prognostic Stage Groups Heretofore, large databases that have complete data on all biomarkers and sufﬁcient follow-up have not been available, largely because HER2 was not routinely captured in popula- tion registries until 2010."
AJCC8,149,stage_group,HER2 overexpression had better survival than others with the same 7th Edition stage group. These ﬁndings were consistent with the point score developed in the MD Anderson model. Survival ranges of stage groups were deﬁned using 7th Edition staging criteria to maintain consis- tency with previou
AJCC8,150,stage_group,"620 Prognostic stage groups were deﬁned by combining the anatomic stage group with grade, HER2, ER and PR. Stage IA and IB and Stage IIIB and IIIC were combined. This cre- ated 120 different categories of patients. For each Prognosti"
AJCC8,151,stage_group,"621 While the application of these prognostic stage groups in practice and cancer registries will be more complicated than the anatomic stage groups, the prognostic stage more accu- rately predicts outcome. The Expert Panel believes this added clinical value outw"
AJCC8,153,stage_group,"rrence score of <11.16 If performed, Oncotype Dx® is used to assign prognostic stage group IA to patients with T1–2 N0 M0, ER-positive, HER2-negative cancers and recurrence score less than 11. AJCC Level of Evidence: I. PAM50 (ProSigna®) PAM50 (ProSigna) is measured and reported in expression pr"
AJCC8,154,definitions_tnm,624 DEFINITIONS OF AJCC TNM Deﬁnition of Primary Tumor (T) – Clinical and Pathological T Category T Criteria TX Primary tumor cannot be assessed T0 No evidence of primary tumor Tis (DCIS)* Ductal carcinoma in situ Tis (P
AJCC8,155,stage_group,"udies are not required to assign the cM0 category AJCC ANATOMIC AND PROGNOSTIC STAGE GROUPS There are three stage group tables: The Anatomic Stage Group table, the Clinical Prognostic Stage Group table and the Pathological Prognostic Stage Group table. Cancer registries and clinicians in the Un"
AJCC8,156,stage_group,R2 Status is… And ER Status is… And PR Status is… Then the Clinical Prognostic Stage Group is… Tis N0 M0 Any Any Any Any 0 T1* N0 M0 T0 N1mi M0 T1* N1mi M0 G1 Positive Positive Positive IA Negative IA Negative Positive IA Negative IA Negative Positive Positive IA Negative IA Negative Positive IA Ne
AJCC8,157,stage_group,R2 Status is… And ER Status is… And PR Status is… Then the Clinical Prognostic Stage Group is… T0 N1** M0 T1* N1** M0 T2 N0 M0 G1 Positive Positive Positive IB Negative IIA Negative Positive IIA Negative IIA Negative Positive Positive IB Negative IIA Negative Positive IIA Negative IIA G2 Positive P
AJCC8,158,stage_group,R2 Status is… And ER Status is… And PR Status is… Then the Clinical Prognostic Stage Group is… T4 N0 M0 T4 N1*** M0 T4 N2 M0 Any T N3 M0 G1 Positive Positive Positive IIIA Negative IIIB Negative Positive IIIB Negative IIIB Negative Positive Positive IIIB Negative IIIB Negative Positive IIIB Negativ
AJCC8,159,stage_group,R2 Status is… And ER Status is… And PR Status is… Then the Clinical Prognostic Stage Group is… Any T Any N M1 Any Any Any Any IV *T1 Includes T1mi. **N1 does not include N1mi. T1 N1mi M0 and T0 N1mi M0 cancers are included for prognostic staging with T1 N0 M0 cancers of the same prognostic factor
AJCC8,160,stage_group,tatus is… And ER Status is… And PR Status is… Then the Pathological Prognostic Stage Group is… T2 N1*** M0 T3 N0 M0 G1 Positive Positive Positive IA Negative IIB Negative Positive IIB Negative IIB Negative Positive Positive IA Negative IIB Negative Positive IIB Negative IIB G2 Positive Positive Pos
AJCC8,161,stage_group,tatus is… And ER Status is… And PR Status is… Then the Pathological Prognostic Stage Group is… T0 N2 M0 T1* N2 M0 T2 N2 M0 T3 N1*** M0 T3 N2 M0 G1 Positive Positive Positive IB Negative IIIA Negative Positive IIIA Negative IIIA Negative Positive Positive IB Negative IIIA Negative Positive IIIA Nega
AJCC8,162,stage_group,tatus is… And ER Status is… And PR Status is… Then the Pathological Prognostic Stage Group is… Any T Any N M1 Any Any Any Any IV *T1 includes T1mi. **N1 does not include N1mi. T1 N1mi M0 and T0 N1mi M0 cancers are included for prognostic staging with T1 N0 M0 cancers of the same prognostic factor
AJCC8,167,chapter_summary,"Grigsby, Ian S. Hagemann, Aaron H. Wolfson, Richard Zaino, and David G. Mutch CHAPTER SUMMARY Cancers Staged Using This Staging System All carcinomas of the vulva 50 Cancers Not Staged Using This Staging System These histopathologic types of cancer… Are staged according to the classiﬁcation for…"
AJCC8,170,stage_group,ia M0 No distant metastasis (no pathological M0; use clinical M to complete stage group) M1 IVB Distant metastasis (including pelvic lymph node metastasis) AJCC PROGNOSTIC STAGE GROUPS When T is… And N is… And M is… Then the stage group is… T1 N0 M0 I T1a N0 M0 IA T1b N0 M0 IB T2 N0 M0 II T1
AJCC8,171,definitions_tnm,s 42 Summary of Changes Change Details of Change Level of Evidence Deﬁnition of Primary Tumor (T) T1 and T2 subcategories were added to distinguish a tumor size cutoff of 2.0 cm for prospective data collection for studying prognostic signiﬁcance. III ICD-O-3 Topography Codes Code Description C52.9
AJCC8,171,chapter_summary,"gsby, Ian S. Hagemann, Aaron H. Wolfson, Richard Zaino, and David G. Mutch 51 CHAPTER SUMMARY Cancers Staged Using This Staging System All carcinomas of the vagina Cancers Not Staged Using This Staging System These histopathologic types of cancer... Are staged according to the classiﬁcation for.."
AJCC8,173,definitions_tnm,"e will be evaluated, and those that meet all AJCC criteria will be endorsed. DEFINITIONS OF AJCC TNM The deﬁnitions of the T categories correspond to the stages accepted by the Fédération Internationale de Gynécologie et d’Obstétrique (FIGO). Both systems are included for comparison. Deﬁnition"
AJCC8,174,chapter_summary,"stopher N. Otis, Lorraine Portelance, Aaron H. Wolfson, and David G. Mutch 52 CHAPTER SUMMARY Cancers Staged Using This Staging System Malignancies arising primarily in the cervix, with the exception of select sarcomas, are staged in this chapter. To access the AJCC cancer staging forms, please v"
AJCC8,176,definitions_tnm,from this chapter and are considered separately (Chapter 54). N/A Deﬁnition of Primary Tumor (T) Stage 0 and Tis (carcinoma in situ/pre-invasive carcinoma) have been removed. N/A Deﬁnition of Primary Tumor (T) Endometrial intraepithelial carcinoma (EIC) should be considered a T1 cancer. II Histolog
AJCC8,176,chapter_summary,"ickson, Ian S. Hagemann, Lorraine Portelance, Jaime Prat, and David G. Mutch CHAPTER SUMMARY Cancers Staged Using This Staging System Uterine carcinomas and carcinosarcomas 53 Summary of Changes Change Details of Change Level of Evidence Histopathologic Type Uterine sarcomas have been removed fr"
AJCC8,178,chapter_summary,"er Oliva, Matthew A. Powell, Jaime Prat, Aaron H. Wolfson, and David G. Mutch CHAPTER SUMMARY Cancers Staged Using This Staging System Sarcomas arising in the uterine corpus 54 Cancers Not Staged Using This Staging System These histopathologic types of cancer… Are staged according to the classiﬁc"
AJCC8,180,stage_group,(T) Deﬁnition of Regional Lymph Node (N) Deﬁnition of Distant Metastasis (M) AJCC PROGNOSTIC STAGE GROUPS Leiomyosarcoma and Endometrial Stromal Sarcoma T Category FIGO Stage T Criteria TX Primary tumor cannot be assessed T0 No evidence of primary tumor T1 I Tumor limited to the uterus T1a IA T
AJCC8,180,definitions_tnm,"e will be evalu- ated, and those that meet all AJCC criteria will be endorsed. DEFINITIONS OF AJCC TNM Deﬁnition of Primary Tumor (T) Deﬁnition of Primary Tumor (T) Deﬁnition of Regional Lymph Node (N) Deﬁnition of Distant Metastasis (M) AJCC PROGNOSTIC STAGE GROUPS Leiomyosarcoma and Endometr"
AJCC8,181,stage_group,tiated or undifferentiated Adenosarcoma When T is… And N is… And M is… Then the stage group is… T1 N0 M0 I T1a N0 M0 IA T1b N0 M0 IB T1c N0 M0 IC T2 N0 M0 II T3a N0 M0 IIIA T3b N0 M0 IIIB T1-3 N1 M0 IIIC T4 Any N M0 IVA Any T Any N M1 IVB American Joint Committee on Cancer • 2017 AJCC 8th Edition Up
AJCC8,182,stage_group,"shares the same staging system as ovary and primary peritoneal carcinoma. N/A AJCC Prognostic Stage Groups Stage I: intraoperative rupture (""surgical spill""; Stage IC1) is separated from capsule ruptured before surgery (Stage IC2). Positive washings in the presence or absence of capsule rupture"
AJCC8,182,chapter_summary,"en, Larry J. Copeland, Randall K. Gibb, Matthew A. Powell, and David G. Mutch CHAPTER SUMMARY Cancers Staged Using This Staging System Malignant tumors arising in the ovary, fallopian tube, and primary peritoneum, with the exception of gastrointestinal stromal tumors (GIST) and speciﬁc sarcomas"
AJCC8,184,stage_group,ymph nodes outside the abdominal cavity); transmural involvement of intestine AJCC PROGNOSTIC STAGE GROUPS When T is… And N is… And M is… Then the stage group is… T1 N0 M0 I T1a N0 M0 IA T1b N0 M0 IB T1c N0 M0 IC T2 N0 M0 II T2a N0 M0 IIA T2b N0 M0 IIB T1/T2 N1 M0 IIIA1 T3a NX/N0/N1 M0 IIIA2 T3b
AJCC8,184,definitions_tnm,696 Deﬁnition of Primary Tumor (T) T Category FIGO Stage T Criteria TX Primary tumor cannot be assessed T0 No evidence of primary tumor T1 I Tumor limited to ovaries (one or both) or fallopian tube(s) T1a IA Tumor limited to one ovary
AJCC8,185,chapter_summary,", Perry W. Grigsby, Ian S. Hagemann, Lorraine Portelance, and David G. Mutch CHAPTER SUMMARY Cancers Staged Using This Staging System Placental neoplasms Summary of Changes Change Details of Change Level of Evidence WHO Classiﬁcation of Tumors Complete and partial hydatidiform tumors have been"
AJCC8,187,stage_group,M) M Category M Criteria M0 No distant metastasis M1 Distant metastasis present AJCC PROGNOSTIC STAGE GROUPS When T is… And N is… And M is… Then the stage group is… Tis N0 M0 0is Ta N0 M0 0a When T is… And N is… And M is… Then the stage group is… T1a N0 M0 I T1b N0 M0 IIA T2 N0 M0 IIA T3 N0 M0 I
AJCC8,188,stage_group,"Gleason score (2014 criteria) and the Grade Group should both be reported. II2 AJCC Prognostic Stage Groups Stage III includes select organ-conﬁned disease tumors based on prostate-speciﬁc antigen (PSA) and Gleason/Grade Group status. II 58 To access the AJCC cancer staging forms, please visit ww"
AJCC8,188,definitions_tnm,r 62 Summary of Changes Change Details of Change Level of Evidence Deﬁnition of Primary Tumor (T) Pathologically organ-conﬁned disease is considered pT2 and no longer subclassiﬁed by extent of involvement or laterality. III1 Histologic Grade (G) The Gleason score (2014 criteria) and the Grade Grou
AJCC8,188,chapter_summary,"jer, Michael J. Zelefsky, Howard M. Sandler, Mahul B. Amin, and Daniel W. Lin CHAPTER SUMMARY Cancers Staged Using This Staging System This classiﬁcation applies to adenocarcinomas and squamous carcinomas of the prostate gland. Cancers Not Staged Using This Staging System These histopathologic ty"
AJCC8,189,stage_group,"asymptomatic are at this time unproven to beneﬁt from initial local therapy. Stage grouping for prostate cancer was improved in the American Joint Committee on Cancer (AJCC) Cancer Staging Manual, 7th Edition, to include PSA and tumor grade (i.e., Gleason score) for the ﬁrst time. This practic"
AJCC8,190,stage_group,"Pattern 1 ≤6 ≤3+3 2 7 3+4 3 7 4+3 4 8 4+4, 3+5, 5+3 5 9 or 10 4+5, 5+4, or 5+5 AJCC PROGNOSTIC STAGE GROUPS When T is… And N is… And M is… And PSA is… And Grade Group is… Then the stage group is… cT1a-c, cT2a N0 M0 < 10 1 I pT2 N0 M0 < 10 1 I cT1a-c, cT2a, pT2 N0 M0 ≥ 10 < 20 1 IIA cT2b-c"
AJCC8,191,definitions_tnm,"N/A Summary of Changes Change Details of Change Level of Evidence Deﬁnition of Primary Tumor (T) In pure seminoma, T1 is subclassiﬁed to T1a and T1b according to tumor’s size using a 3 cm cutoff. I Deﬁnition of Primary Tumor (T) Epididymal invasion is considered T2 rather than T1. II Deﬁnition of"
AJCC8,191,chapter_summary,"jer, Michael J. Zelefsky, Howard M. Sandler, Mahul B. Amin, and Daniel W. Lin CHAPTER SUMMARY Cancers Staged Using This Staging System Postpubertal germ cell tumors of the testis and malignant sex cord-stromal tumors of the testis. 59 Cancers Not Staged Using This Staging System These histopathol"
AJCC8,193,definitions_tnm,"e will be evalu- ated, and those that meet all AJCC criteria will be endorsed. DEFINITIONS OF AJCC TNM Deﬁnition of Primary Tumor (T) Deﬁnition of Regional Lymph Node (N) Table 59.1 The International Germ Cell Consensus Classiﬁcation for Advanced Disease. From Wilkinson et al., with permission.14"
AJCC8,194,definitions_tnm,"N/A Summary of Changes Change Details of Change Level of Evidence Deﬁnition of Primary Tumor (T) For T3a disease: The word “grossly” was eliminated from the description of renal vein involvement, and “muscle containing” was changed to “segmental veins.” II Deﬁnition of Primary Tumor (T) For T3a d"
AJCC8,194,chapter_summary,"atish K. Tickoo, Raghunandan Vikram, Ming Zhou, and Walter M. Stadler 60 CHAPTER SUMMARY Cancers Staged Using This Staging System Carcinomas arising in the kidney Cancers Not Staged Using This Staging System These histopathologic types of cancer… Are staged according to the classiﬁcation for"
AJCC8,196,stage_group,"stasis (M) M Category M Criteria M0 No distant metastasis M1 Distant metastasis AJCC PROGNOSTIC STAGE GROUPS When T is… And N is… And M is… Then the stage group is… T1 N0 M0 I T1 N1 M0 III T2 N0 M0 II T2 N1 M0 III T3 NX, N0 M0 III T3 N1 M0 III T4 Any N M0 IV Any T Any N M1 IV REGISTRY DATA COLLECT"
AJCC8,197,chapter_summary,"Victor E. Reuter, Srikala Sridhar, Raghunandan Vikram, and Walter M. Stadler CHAPTER SUMMARY Cancers Staged Using This Staging System Urothelial (transitional cell) carcinoma, including histologic variants micropapillary and nested subtypes 61 Cancers Not Staged Using This Staging System These h"
AJCC8,199,stage_group,"stasis (M) M Category M Criteria M0 No distant metastasis M1 Distant metastasis AJCC PROGNOSTIC STAGE GROUPS When T is… And N is… And M is… Then the stage group is… Ta N0 M0 0a Tis N0 M0 0is T1 N0 M0 I T2 N0 M0 II When T is… And N is… And M is… Then the stage group is… T3 N0 M0 III T4 NX, N0 M0 IV A"
AJCC8,199,definitions_tnm,te will be evalu- ated and those that meet all AJCC criteria will be endorsed. DEFINITIONS OF AJCC TNM Deﬁnition of Primary Tumor (T) T Category T Criteria TX Primary tumor cannot be assessed T0 No evidence of primary tumor Ta Papillary noninvasive carcinoma Tis Carcinoma in situ T1 Tumor invades s
AJCC8,201,definitions_tnm,"te will be evaluated, and those that meet all AJCC criteria will be endorsed. DEFINITIONS OF AJCC TNM Deﬁnition of Primary Tumor (T) T Category T Criteria TX Primary tumor cannot be assessed T0 No evidence of primary tumor Ta Non-invasive papillary carcinoma Tis Urothelial carcinoma in situ: “ﬂat"
AJCC8,202,stage_group,"to lymph nodes beyond the common iliacs M1b Non-lymph-node distant metastases AJCC PROGNOSTIC STAGE GROUPS When T is… And N is… And M is… Then the stage group is… Ta N0 M0 0a Tis N0 M0 0is T1 N0 M0 I T2a N0 M0 II T2b N0 M0 II T3a, T3b, T4a N0 M0 IIIA T1-T4a N1 M0 IIIA T1-T4a N2, N3 M0 IIIB T4b An"
AJCC8,203,definitions_tnm,"s 42 Summary of Changes Change Details of Change Level of Evidence Deﬁnition of Primary Tumor (T) TX, T0, Ta have been added to the classiﬁcation for urothelial carcinoma of the prostatic urethra. III Deﬁnition of Primary Tumor (T) In urothelial carcinoma of the prostate: Carcinoma in situ, invol"
AJCC8,203,chapter_summary,"rikala Sridhar, Walter M. Stadler, Raghunandan Vikram, and James M. McKiernan CHAPTER SUMMARY Cancers Staged Using This Staging System The classiﬁcation applies to urothelial (transitional cell), squamous, and glandular carcinomas of the urethra and to urothelial (transitional cell) carcinomas o"
AJCC8,205,stage_group,tasis (M) M Category M Criteria M0 No distant metastasis M1 Distant metastasis AJCC PROGNOSTIC STAGE GROUPS REGISTRY DATA COLLECTION VARIABLES 1. WHO/ISUP Grade 2. Grade 1–3 for squamous cell carcinoma and adenocarcinoma HISTOLOGIC GRADE (G) Urothelial Carcinoma Grade is reported by the grade
AJCC8,205,definitions_tnm,"e will be evalu- ated, and those that meet all AJCC criteria will be endorsed. DEFINITIONS OF AJCC TNM Deﬁnition of Primary Tumor (T) Deﬁnition of Regional Lymph Node (N) N Category N Criteria NX Regional lymph nodes cannot be assessed N0 No regional lymph node metastasis N1 Single regional lymph"
AJCC8,206,stage_group,788 Change Details of Change Level of Evidence AJCC Prognostic Stage Groups Stage groups have been modiﬁed to incorporate new T and N categories; Stage III is deﬁned as node-positive disease and Stage IV as distant metastases. III ICD-O-3 Topography Codes Code Des
AJCC8,207,stage_group,"tasis (M) M Category M Criteria M0 No distant metastasis M1 Distant metastasis AJCC PROGNOSTIC STAGE GROUPS When T is… And N is… And M is… Then the stage group is… Tis N0 M0 0 T1 N0 M0 IA T2a N0 M0 IB When T is… And N is… And M is… Then the stage group is… T2b–c, T3 N0 M0 IIA T4 N0 M0 IIB Any T N"
