site,edition,classification,t,n,m,grade,location,stage,note
Corpus Uteri – Adenosarcoma,AJCC8,yp,T3a,N0,M0,Any,Any,IIIA,source_page=181; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Corpus Uteri - Sarcoma -> tool_site=Corpus Uteri – Adenosarcoma
Corpus Uteri – Adenosarcoma,AJCC8,yp,T3b,N0,M0,Any,Any,IIIA,source_page=181; extract_method=stage_carried; extra_factors/raw_extra=IIIB | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Corpus Uteri - Sarcoma -> tool_site=Corpus Uteri – Adenosarcoma
Corpus Uteri – Adenosarcoma,AJCC8,yp,T3b,N0,M0,Any,Any,IIIB,source_page=181; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Corpus Uteri - Sarcoma -> tool_site=Corpus Uteri – Adenosarcoma
Corpus Uteri – Adenosarcoma,AJCC8,yp,T1|T2|T3,N1,M0,Any,Any,IIIB,source_page=181; extract_method=stage_carried; extra_factors/raw_extra=IIIC | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Corpus Uteri - Sarcoma -> tool_site=Corpus Uteri – Adenosarcoma
Corpus Uteri – Adenosarcoma,AJCC8,yp,T1|T2|T3,N1,M0,Any,Any,IIIC,source_page=181; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Corpus Uteri - Sarcoma -> tool_site=Corpus Uteri – Adenosarcoma
Corpus Uteri – Adenosarcoma,AJCC8,yp,T4,Any,M0,Any,Any,IIIC,source_page=181; extract_method=stage_carried; extra_factors/raw_extra=IVA | Glandular elements | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Corpus Uteri - Sarcoma -> tool_site=Corpus Uteri – Adenosarcoma
Corpus Uteri – Adenosarcoma,AJCC8,yp,T4,Any,M0,Any,Any,IVA,source_page=181; extract_method=tnm_stage; extra_factors/raw_extra=Glandular elements | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Corpus Uteri - Sarcoma -> tool_site=Corpus Uteri – Adenosarcoma
Corpus Uteri – Adenosarcoma,AJCC8,yp,Any,Any,M1,Any,Any,IVA,source_page=181; extract_method=stage_carried; extra_factors/raw_extra=IVB | High-grade endometrial stromal sarcoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Corpus Uteri - Sarcoma -> tool_site=Corpus Uteri – Adenosarcoma
Corpus Uteri – Adenosarcoma,AJCC8,yp,Any,Any,M1,Any,Any,IVB,source_page=181; extract_method=tnm_stage; extra_factors/raw_extra=High-grade endometrial stromal sarcoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Corpus Uteri - Sarcoma -> tool_site=Corpus Uteri – Adenosarcoma
"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",AJCC8,any,T1,N0,M0,Any,Any,I,"source_page=184; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma -> tool_site=Ovary, Fallopian Tube and Primary Peritoneal Carcinoma"
"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",AJCC8,any,T1|T2,N1,M0,Any,Any,I,"source_page=184; extract_method=stage_carried; extra_factors/raw_extra=IIIA1 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma -> tool_site=Ovary, Fallopian Tube and Primary Peritoneal Carcinoma"
"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",AJCC8,any,Any,Any,M1b,Any,Any,I,"source_page=184; extract_method=stage_carried; extra_factors/raw_extra=IVB | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma -> tool_site=Ovary, Fallopian Tube and Primary Peritoneal Carcinoma"
"Ovary, Fallopian Tube and Primary Peritoneal Carcinoma",AJCC8,any,Any,Any,M1b,Any,Any,IVB,"source_page=184; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Ovary, Fallopian Tube, and Primary Peritoneal Carcinoma -> tool_site=Ovary, Fallopian Tube and Primary Peritoneal Carcinoma"
Penis,AJCC8,any,T3,N0,M0,Any,Any,IIB,source_page=187; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Penis -> tool_site=Penis
Penis,AJCC8,yp,Tis,N0,M0,Any,Any,IIB,source_page=187; extract_method=stage_carried; extra_factors/raw_extra=0is | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Penis -> tool_site=Penis
Penis,AJCC8,yp,Tis,N0,M0,Any,Any,0is,source_page=187; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Penis -> tool_site=Penis
Penis,AJCC8,yp,Ta,N0,M0,Any,Any,0is,source_page=187; extract_method=stage_carried; extra_factors/raw_extra=0a | Rare Other Squamous Cell Carcinomas | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Penis -> tool_site=Penis
Penis,AJCC8,yp,Ta,N0,M0,Any,Any,0a,source_page=187; extract_method=tnm_stage; extra_factors/raw_extra=Rare Other Squamous Cell Carcinomas | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Penis -> tool_site=Penis
Prostate,AJCC8,any,T2b|T2c,N0,M0,Any,Any,IIA,source_page=190; extract_method=tnm_extra_stage; extra_factors/raw_extra=<20 | 1 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Prostate -> tool_site=Prostate
Prostate,AJCC8,any,T1|T2,N0,M0,Any,Any,IIA,source_page=190; extract_method=stage_carried; extra_factors/raw_extra=<20 | 3 | IIC | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Prostate -> tool_site=Prostate
Prostate,AJCC8,any,T1|T2,N0,M0,Any,Any,IIC,source_page=190; extract_method=tnm_extra_stage; extra_factors/raw_extra=<20 | 3; duplicate_source_page=190; duplicate_source_page=190; duplicate_source_page=190 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Prostate -> tool_site=Prostate
Prostate,AJCC8,any,T1|T2,N0,M0,Any,Any,IIIA,source_page=190; extract_method=tnm_extra_stage; extra_factors/raw_extra=≥20 | 1-4 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Prostate -> tool_site=Prostate
Prostate,AJCC8,any,Any,N0,M0,Any,Any,IIIA,source_page=190; extract_method=stage_carried; extra_factors/raw_extra=Any | 5 | IIIC | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Prostate -> tool_site=Prostate
Prostate,AJCC8,any,Any,N0,M0,Any,Any,IIIC,source_page=190; extract_method=tnm_extra_stage; extra_factors/raw_extra=Any | 5 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Prostate -> tool_site=Prostate
Kidney,AJCC8,yp,T1,N0,M0,Any,Any,I,source_page=196; extract_method=tnm_stage; extra_factors/raw_extra=G1 | Nucleoli absent or inconspicuous and basophilic at 400x | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Kidney -> tool_site=Kidney
Kidney,AJCC8,yp,T1,N1,M0,Any,Any,I,source_page=196; extract_method=stage_carried; extra_factors/raw_extra=III | magnification | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Kidney -> tool_site=Kidney
Kidney,AJCC8,yp,T1,N1,M0,Any,Any,III,source_page=196; extract_method=tnm_stage; extra_factors/raw_extra=magnification | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Kidney -> tool_site=Kidney
Kidney,AJCC8,yp,T2,N0,M0,Any,Any,III,"source_page=196; extract_method=stage_carried; extra_factors/raw_extra=II | G2 | Nucleoli conspicuous and eosinophilic at 400x magnification, | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Kidney -> tool_site=Kidney"
Kidney,AJCC8,yp,T2,N0,M0,Any,Any,II,"source_page=196; extract_method=tnm_stage; extra_factors/raw_extra=G2 | Nucleoli conspicuous and eosinophilic at 400x magnification, | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Kidney -> tool_site=Kidney"
Kidney,AJCC8,yp,T2,N1,M0,Any,Any,II,source_page=196; extract_method=stage_carried; extra_factors/raw_extra=III | visible but not prominent at 100x magnification | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Kidney -> tool_site=Kidney
Kidney,AJCC8,yp,T2,N1,M0,Any,Any,III,source_page=196; extract_method=tnm_stage; extra_factors/raw_extra=visible but not prominent at 100x magnification | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Kidney -> tool_site=Kidney
Kidney,AJCC8,yp,T3,NX|N0,M0,Any,Any,III,source_page=196; extract_method=stage_carried; extra_factors/raw_extra=III | G3 | Nucleoli conspicuous and eosinophilic at 100x magnification; duplicate_source_page=196 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Kidney -> tool_site=Kidney
Kidney,AJCC8,yp,T3,N1,M0,Any,Any,III,source_page=196; extract_method=stage_carried; extra_factors/raw_extra=III | G4 | Marked nuclear pleomorphism and/or multinucleate giant; duplicate_source_page=196 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Kidney -> tool_site=Kidney
Kidney,AJCC8,yp,T4,Any,M0,Any,Any,III,source_page=196; extract_method=stage_carried; extra_factors/raw_extra=IV | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Kidney -> tool_site=Kidney
Kidney,AJCC8,yp,T4,Any,M0,Any,Any,IV,source_page=196; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Kidney -> tool_site=Kidney
Kidney,AJCC8,yp,Any,Any,M1,Any,Any,IV,source_page=196; extract_method=stage_carried; extra_factors/raw_extra=IV; duplicate_source_page=196 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Kidney -> tool_site=Kidney
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,Ta,N0,M0,Any,Any,0a,source_page=202; extract_method=tnm_stage; extra_factors/raw_extra=noma. The histologic subtypes are as follows: | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,Tis,N0,M0,Any,Any,0a,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=0is | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,Tis,N0,M0,Any,Any,0is,source_page=202; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,T1,N0,M0,Any,Any,0is,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=I | Non-invasive carcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,T1,N0,M0,Any,Any,I,source_page=202; extract_method=tnm_stage; extra_factors/raw_extra=Non-invasive carcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,T2a,N0,M0,Any,Any,I,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=II | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,T2a,N0,M0,Any,Any,II,source_page=202; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,T2b,N0,M0,Any,Any,II,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=II | • Low-grade papillary urothelial carcinoma; duplicate_source_page=202 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,T3a|T3b|T4a,N0,M0,Any,Any,II,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=IIIA | • High-grade papillary urothelial carcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,T3a|T3b|T4a,N0,M0,Any,Any,IIIA,source_page=202; extract_method=tnm_stage; extra_factors/raw_extra=• High-grade papillary urothelial carcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,T1-T4a,N1,M0,Any,Any,IIIA,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=IIIA | • Urothelial carcinoma in situ; duplicate_source_page=202 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,T1-T4a,N2|N3,M0,Any,Any,IIIA,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=IIIB | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,T1-T4a,N2|N3,M0,Any,Any,IIIB,source_page=202; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,T4b,Any,M0,Any,Any,IIIB,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=IVA | Invasive carcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,T4b,Any,M0,Any,Any,IVA,source_page=202; extract_method=tnm_stage; extra_factors/raw_extra=Invasive carcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,Any,Any,M1a,Any,Any,IVA,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=IVA; duplicate_source_page=202 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,Any,Any,M1b,Any,Any,IVA,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=IVB | • Conventional urothelial carcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Urothelial Carcinomas,AJCC8,yp,Any,Any,M1b,Any,Any,IVB,source_page=202; extract_method=tnm_stage; extra_factors/raw_extra=• Conventional urothelial carcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Urothelial Carcinomas
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,Ta,N0,M0,Any,Any,0a,source_page=202; extract_method=tnm_stage; extra_factors/raw_extra=noma. The histologic subtypes are as follows: | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,Tis,N0,M0,Any,Any,0a,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=0is | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,Tis,N0,M0,Any,Any,0is,source_page=202; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,T1,N0,M0,Any,Any,0is,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=I | Non-invasive carcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,T1,N0,M0,Any,Any,I,source_page=202; extract_method=tnm_stage; extra_factors/raw_extra=Non-invasive carcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,T2a,N0,M0,Any,Any,I,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=II | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,T2a,N0,M0,Any,Any,II,source_page=202; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,T2b,N0,M0,Any,Any,II,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=II | • Low-grade papillary urothelial carcinoma; duplicate_source_page=202 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,T3a|T3b|T4a,N0,M0,Any,Any,II,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=IIIA | • High-grade papillary urothelial carcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,T3a|T3b|T4a,N0,M0,Any,Any,IIIA,source_page=202; extract_method=tnm_stage; extra_factors/raw_extra=• High-grade papillary urothelial carcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,T1-T4a,N1,M0,Any,Any,IIIA,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=IIIA | • Urothelial carcinoma in situ; duplicate_source_page=202 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,T1-T4a,N2|N3,M0,Any,Any,IIIA,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=IIIB | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,T1-T4a,N2|N3,M0,Any,Any,IIIB,source_page=202; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,T4b,Any,M0,Any,Any,IIIB,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=IVA | Invasive carcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,T4b,Any,M0,Any,Any,IVA,source_page=202; extract_method=tnm_stage; extra_factors/raw_extra=Invasive carcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,Any,Any,M1a,Any,Any,IVA,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=IVA; duplicate_source_page=202 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,Any,Any,M1b,Any,Any,IVA,source_page=202; extract_method=stage_carried; extra_factors/raw_extra=IVB | • Conventional urothelial carcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma,AJCC8,yp,Any,Any,M1b,Any,Any,IVB,source_page=202; extract_method=tnm_stage; extra_factors/raw_extra=• Conventional urothelial carcinoma | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urinary Bladder -> tool_site=Urinary Bladder: Squamous Cell Carcinoma and Adenocarcinoma
Male Penile Urethra and Female Urethra: Urothelial Carcinomas,AJCC8,any,Tis,N0,M0,Any,Any,0is,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile Urethra and Female Urethra: Urothelial Carcinomas
Male Penile Urethra and Female Urethra: Urothelial Carcinomas,AJCC8,any,Ta,N0,M0,Any,Any,0is,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=0a | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile Urethra and Female Urethra: Urothelial Carcinomas
Male Penile Urethra and Female Urethra: Urothelial Carcinomas,AJCC8,any,Ta,N0,M0,Any,Any,0a,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile Urethra and Female Urethra: Urothelial Carcinomas
Male Penile Urethra and Female Urethra: Urothelial Carcinomas,AJCC8,any,T1,N0,M0,Any,Any,0a,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=I | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile Urethra and Female Urethra: Urothelial Carcinomas
Male Penile Urethra and Female Urethra: Urothelial Carcinomas,AJCC8,any,T1,N0,M0,Any,Any,I,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile Urethra and Female Urethra: Urothelial Carcinomas
Male Penile Urethra and Female Urethra: Urothelial Carcinomas,AJCC8,any,T1,N1,M0,Any,Any,I,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=III | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile Urethra and Female Urethra: Urothelial Carcinomas
Male Penile Urethra and Female Urethra: Urothelial Carcinomas,AJCC8,any,T1,N1,M0,Any,Any,III,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile Urethra and Female Urethra: Urothelial Carcinomas
Male Penile Urethra and Female Urethra: Urothelial Carcinomas,AJCC8,any,T2,N0,M0,Any,Any,III,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=II | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile Urethra and Female Urethra: Urothelial Carcinomas
Male Penile Urethra and Female Urethra: Urothelial Carcinomas,AJCC8,any,T2,N0,M0,Any,Any,II,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile Urethra and Female Urethra: Urothelial Carcinomas
Male Penile Urethra and Female Urethra: Urothelial Carcinomas,AJCC8,any,T2,N1,M0,Any,Any,II,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=III | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile Urethra and Female Urethra: Urothelial Carcinomas
Male Penile Urethra and Female Urethra: Urothelial Carcinomas,AJCC8,any,T2,N1,M0,Any,Any,III,source_page=205; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile Urethra and Female Urethra: Urothelial Carcinomas
Male Penile Urethra and Female Urethra: Urothelial Carcinomas,AJCC8,any,Any,Any,M1,Any,Any,III,source_page=205; extract_method=stage_carried; extra_factors/raw_extra=IV | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Urethra -> tool_site=Male Penile Urethra and Female Urethra: Urothelial Carcinomas
